DT,VPH,TPH,CPU,MEM,IO
6/9/2014 6:00,29835,9824,18.2,40.1,14.2
6/9/2014 7:00,73953,25646,16,51.2,14.6
6/9/2014 8:00,77230,24581,22.9,51.5,14.2
6/9/2014 9:00,181850,53610,26.8,56.1,16.3
6/9/2014 10:00,183146,57508,32,58.4,12
6/9/2014 11:00,220394,68643,27.9,57,11.1
6/9/2014 12:00,205674,73380,30.8,63.2,12.7
6/9/2014 13:00,180899,61870,34.5,59.8,15
6/9/2014 14:00,171150,60655,29.7,69.1,16
6/9/2014 15:00,165940,54154,28.6,60,15.4
6/9/2014 16:00,208414,59187,27.6,61.4,9.8
6/9/2014 17:00,103142,36902,20.2,48.2,12.2
6/9/2014 18:00,165649,59014,28.3,58.2,14
6/9/2014 19:00,186073,59754,26.9,61.8,11.7
6/9/2014 20:00,188059,59851,32.7,50.7,12
6/9/2014 21:00,160320,53556,31.5,59.4,13.3
6/9/2014 22:00,148440,43438,26,54.3,11.4
6/9/2014 23:00,71062,24609,20.8,48.3,16.4
6/10/2014 0:00,37527,13872,19.8,43.2,14.2
6/10/2014 1:00,20063,7109,15.8,49.7,10.7
6/10/2014 2:00,5048,1595,12.3,41.8,13
6/10/2014 3:00,1059,364,16.6,40,16.7
6/10/2014 4:00,3989,1237,17.1,44.1,15.6
6/10/2014 5:00,15922,5111,19.8,41.5,10
6/10/2014 6:00,33404,11838,19.2,43.8,12.6
6/10/2014 7:00,75022,25513,20.5,46.6,12.9
6/10/2014 8:00,82195,26435,25,49.8,10.3
6/10/2014 9:00,110356,35543,25.2,49.6,14.8
6/10/2014 10:00,183567,58109,27.6,59.6,15.5
6/10/2014 11:00,164056,53723,23.2,59.1,12.5
6/10/2014 12:00,193907,67447,34.1,65.5,16.9
6/10/2014 13:00,167635,51873,31.8,53.5,15.7
6/10/2014 14:00,155621,52434,25.4,54.5,16.1
6/10/2014 15:00,181733,54988,27.2,59.5,12.5
6/10/2014 16:00,145492,49262,29.3,54.4,13.6
6/10/2014 17:00,111326,36634,32.1,49.6,11.8
6/10/2014 18:00,121952,37019,23.5,53.5,13.5
6/10/2014 19:00,169220,57614,28.3,59.7,14.1
6/10/2014 20:00,163092,55251,27.6,51.9,14.5
6/10/2014 21:00,161830,51344,24.1,58.8,14.8
6/10/2014 22:00,136917,43450,24.7,48.3,13.9
6/10/2014 23:00,68223,20002,22,50.3,14.2
6/11/2014 0:00,39778,12986,19.5,44.6,16.4
6/11/2014 1:00,19979,7163,16.4,43,15.3
6/11/2014 2:00,3155,1125,16.4,37.1,16
6/11/2014 3:00,748,223,17.3,39.1,14.4
6/11/2014 4:00,2621,876,16,40.7,10.1
6/11/2014 5:00,11659,3899,17.3,40.9,15.8
6/11/2014 6:00,16201,5684,16.7,43.2,14.2
6/11/2014 7:00,63743,21403,16,49.3,13.3
6/11/2014 8:00,78892,27831,26.9,48.7,12.8
6/11/2014 9:00,91760,30930,16,50.1,15.9
6/11/2014 10:00,147931,50454,27.6,53.6,14.6
6/11/2014 11:00,148960,51434,27.2,53.1,14.8
6/11/2014 12:00,227313,72461,32.4,64,15.3
6/11/2014 13:00,108422,37681,20,53.4,10.9
6/11/2014 14:00,158763,54272,31.6,55.6,14.3
6/11/2014 15:00,143785,43827,24.1,53.8,15.7
6/11/2014 16:00,112966,35738,28.5,47.8,12
6/11/2014 17:00,176838,56567,31.2,52,10
6/11/2014 18:00,116949,42024,26.5,53.7,15.3
6/11/2014 19:00,141718,51476,25.2,52.8,15
6/11/2014 20:00,104995,35549,22.5,53.5,14.1
6/11/2014 21:00,171781,57922,29.1,56.5,19.1
6/11/2014 22:00,117952,36517,24.7,52.8,14.8
6/11/2014 23:00,61145,20349,19.9,46.3,13.4
6/12/2014 0:00,43365,14484,19.1,38.6,14.6
6/12/2014 1:00,21827,6926,15.7,36.5,14.1
6/12/2014 2:00,4206,1415,13.3,41,13.7
6/12/2014 3:00,369,125,14.3,34.1,15.5
6/12/2014 4:00,4710,1637,18.7,39.1,12
6/12/2014 5:00,8640,2695,13.2,38.4,18.3
6/12/2014 6:00,14033,4385,15.4,45.1,7
6/12/2014 7:00,77594,25849,23.3,45.4,11.4
6/12/2014 8:00,71429,23119,25.1,45.1,11.8
6/12/2014 9:00,93850,31173,28.7,41.2,14.8
6/12/2014 10:00,154894,54099,25.1,54.1,11.8
6/12/2014 11:00,157444,51239,29.6,51.7,14.3
6/12/2014 12:00,170028,54739,31.1,56.9,13.5
6/12/2014 13:00,151221,47441,28.4,52.6,16.5
6/12/2014 14:00,167989,55259,31.3,57.9,15.6
6/12/2014 15:00,111928,37193,23.5,51,13.4
6/12/2014 16:00,152637,48013,31,53.1,14.3
6/12/2014 17:00,162385,50852,27.1,55.3,14
6/12/2014 18:00,150477,45969,26.6,60.7,16.7
6/12/2014 19:00,135943,45909,22,56.8,11.3
6/12/2014 20:00,150144,51739,24.1,56.1,12.4
6/12/2014 21:00,159512,53362,29.2,57.8,12.7
6/12/2014 22:00,110093,39619,23,52.4,14.4
6/12/2014 23:00,56907,20754,19.9,45.1,15.2
6/13/2014 0:00,42412,14403,16.2,43.2,16.4
6/13/2014 1:00,22390,7032,17.1,39.8,15.6
6/13/2014 2:00,3285,970,21.2,45.2,16.2
6/13/2014 3:00,543,177,16.4,38.9,13.3
6/13/2014 4:00,2831,979,21.5,37.8,14.9
6/13/2014 5:00,11025,3676,17.1,42.6,11.9
6/13/2014 6:00,18035,6328,23.2,40.4,16.5
6/13/2014 7:00,17544,5561,18.6,41.6,16
6/13/2014 8:00,57204,21865,20.3,45.4,16.3
6/13/2014 9:00,110199,38589,23.5,55.8,16.7
6/13/2014 10:00,116059,38546,22.8,50.3,12.1
6/13/2014 11:00,171851,58296,25.3,58.5,12.8
6/13/2014 12:00,181456,59334,32,60.2,11
6/13/2014 13:00,155891,50709,27.6,63.6,16.4
6/13/2014 14:00,129265,46164,24,55,15.1
6/13/2014 15:00,120723,47546,26.3,53.6,10.8
6/13/2014 16:00,122689,40730,26.8,50.2,14.3
6/13/2014 17:00,118244,38715,25.4,53.2,12.9
6/13/2014 18:00,131839,43822,22.2,49,15.8
6/13/2014 19:00,101973,30395,18.6,52.2,14.1
6/13/2014 20:00,134358,43801,23.2,53.4,13.7
6/13/2014 21:00,94494,41415,27.2,58.6,13.1
6/13/2014 22:00,106126,37529,25.9,50.4,13.7
6/13/2014 23:00,58262,18983,17.2,49.3,15.3
6/14/2014 0:00,39955,12077,17.7,45.2,13.1
6/14/2014 1:00,22825,7055,11.4,43.3,15.1
6/14/2014 2:00,3704,1232,16.6,35.4,10.5
6/14/2014 3:00,1023,353,15,39.6,10.7
6/14/2014 4:00,3505,1064,16.4,39.8,14.5
6/14/2014 5:00,13803,4599,17.6,38.1,16.3
6/14/2014 6:00,2663,1019,16.1,38.1,12.6
6/14/2014 7:00,48042,15304,15.1,45.1,12.4
6/14/2014 8:00,84311,26579,17.7,48.6,15.1
6/14/2014 9:00,95655,29367,22.3,52.4,14.5
6/14/2014 10:00,146775,48974,25.9,56.8,14.7
6/14/2014 11:00,107268,42470,25,52.2,15.2
6/14/2014 12:00,131733,47011,25.9,56.6,13.8
6/14/2014 13:00,115542,40576,26.8,49.8,15.5
6/14/2014 14:00,111145,38864,25.3,50.1,11.8
6/14/2014 15:00,122062,44945,26.1,50.4,14.1
6/14/2014 16:00,147945,49380,34.9,51.9,11.8
6/14/2014 17:00,121865,35682,24.3,50.7,14.9
6/14/2014 18:00,78194,30035,21.4,49.4,15.9
6/14/2014 19:00,105347,37717,24,50.3,11.8
6/14/2014 20:00,92538,34830,28.1,55.5,11.6
6/14/2014 21:00,106766,37988,28.7,54.5,14.3
6/14/2014 22:00,75679,25332,16.3,49.5,18.2
6/14/2014 23:00,67989,20879,14.4,52,11.8
6/15/2014 0:00,41061,14000,19.6,42,15.8
6/15/2014 1:00,18617,6532,18.7,42.8,13.2
6/15/2014 2:00,4064,1191,16.8,36.9,14.3
6/15/2014 3:00,656,216,13.7,40.3,15
6/15/2014 4:00,173,59,17.6,40.4,12.5
6/15/2014 5:00,5035,1687,16.4,38.1,11.9
6/15/2014 6:00,12894,3902,12.7,39.6,14.3
6/15/2014 7:00,2845,994,12.7,35.6,13.7
6/15/2014 8:00,36552,11671,16.6,42.1,13.2
6/15/2014 9:00,76319,24072,25.9,46,12.5
6/15/2014 10:00,114678,36118,23.8,48.1,13.8
6/15/2014 11:00,129546,43338,19.8,53.8,12.4
6/15/2014 12:00,118904,40580,28.3,54,14.9
6/15/2014 13:00,167222,59425,30.6,57.7,13.6
6/15/2014 14:00,135359,42366,23.6,56.8,11.6
6/15/2014 15:00,133073,42415,27.5,55.1,13.8
6/15/2014 16:00,147716,52187,24.5,57.4,12.1
6/15/2014 17:00,71066,25765,24.3,47.9,14.6
6/15/2014 18:00,118765,42347,29.5,54.9,12.5
6/15/2014 19:00,112217,38413,26.5,47.7,8.7
6/15/2014 20:00,138825,46027,29.9,57,10.4
6/15/2014 21:00,177720,55265,26.6,59.4,12.2
6/15/2014 22:00,81196,27315,22.1,50.1,13.4
6/15/2014 23:00,56721,18428,21.1,47.5,12.6
6/16/2014 0:00,34505,11195,16.7,41.5,13.7
6/16/2014 1:00,15934,4811,18.3,40.2,12.9
6/16/2014 2:00,2849,894,19.2,37.4,12.3
6/16/2014 3:00,456,146,16.1,40.2,15.1
6/16/2014 4:00,6309,1810,18.7,40.3,13.9
6/16/2014 5:00,14196,4821,15.8,43.9,12.9
6/16/2014 6:00,11502,3615,18,40.6,14.8
6/16/2014 7:00,36900,12404,15.8,41.1,15.2
6/16/2014 8:00,91818,30608,19.8,50,13.8
6/16/2014 9:00,125334,44909,28.5,54.5,18.1
6/16/2014 10:00,163637,53804,28.7,56,18.4
6/16/2014 11:00,173258,61999,33,53.7,13.4
6/16/2014 12:00,145531,57324,31.3,52.5,13.5
6/16/2014 13:00,153671,48467,26.8,55.2,12.3
6/16/2014 14:00,157423,48359,28.8,47.6,14.9
6/16/2014 15:00,138914,43082,32.6,45.4,13.8
6/16/2014 16:00,121518,48496,29.5,56.2,16.5
6/16/2014 17:00,132910,50754,31.7,51.5,15.4
6/16/2014 18:00,127778,42945,27,55.3,15.2
6/16/2014 19:00,152375,47597,23.3,56.8,11
6/16/2014 20:00,160809,50899,27.9,55.4,16.5
6/16/2014 21:00,134143,42042,28.5,55.8,15.1
6/16/2014 22:00,122386,38172,23.7,49.3,14.5
6/16/2014 23:00,73288,23001,21.4,48.5,10.9
6/17/2014 0:00,41730,16760,21.7,42.6,17.2
6/17/2014 1:00,16276,5577,17,38.3,14.3
6/17/2014 2:00,4794,1531,17.8,40.8,12.3
6/17/2014 3:00,1371,452,18.3,42.4,12.6
6/17/2014 4:00,4824,1428,19.1,34.2,14
6/17/2014 5:00,12368,4255,16,37.4,15.5
6/17/2014 6:00,32291,11503,18,44,15.1
6/17/2014 7:00,48321,15235,18.1,41.5,14.8
6/17/2014 8:00,70161,22934,19.8,45.7,14.3
6/17/2014 9:00,93733,35395,22.9,46.9,11.6
6/17/2014 10:00,146180,43467,28.3,57.1,15
6/17/2014 11:00,205867,73274,34.6,62.4,12.1
6/17/2014 12:00,147387,53165,29.8,58.2,13.9
6/17/2014 13:00,178604,57193,32.9,53.9,13.9
6/17/2014 14:00,121761,44278,23.9,52.5,16.8
6/17/2014 15:00,162174,56946,27.1,58,11.8
6/17/2014 16:00,121557,43921,24.2,56.8,16.9
6/17/2014 17:00,166989,55161,30.1,54.8,13.5
6/17/2014 18:00,131383,44916,24.8,49.9,13.1
6/17/2014 19:00,163175,51267,24.2,53.5,11.8
6/17/2014 20:00,112969,35793,21.7,45.7,14
6/17/2014 21:00,160730,50725,25.3,56.1,11.9
6/17/2014 22:00,91109,32556,26.9,45.8,12.4
6/17/2014 23:00,70921,23500,20.8,46.6,13.2
6/18/2014 0:00,38010,12403,15.7,39.4,13
6/18/2014 1:00,16696,5356,17.5,44.5,13.6
6/18/2014 2:00,4668,1509,14.3,39.6,16.4
6/18/2014 3:00,804,270,16.6,38.2,17.4
6/18/2014 4:00,2071,710,15.6,39.4,16
6/18/2014 5:00,12128,3548,19.4,46.6,11.2
6/18/2014 6:00,50480,17691,18.6,46.2,11.4
6/18/2014 7:00,70605,22004,23,51.5,14.1
6/18/2014 8:00,65028,21350,19.6,45.6,11.8
6/18/2014 9:00,89501,30486,20.1,46,12.4
6/18/2014 10:00,140799,40659,19.9,46.6,13.9
6/18/2014 11:00,171933,64197,34.8,62.5,17.7
6/18/2014 12:00,209570,68038,28.9,61.2,16.6
6/18/2014 13:00,120061,40689,21.9,52.2,15.5
6/18/2014 14:00,175398,58371,29.2,57,18.1
6/18/2014 15:00,123409,44976,25.1,49.4,16.5
6/18/2014 16:00,115882,37366,29.2,44.8,12.7
6/18/2014 17:00,127712,48271,27.1,52.9,14.4
6/18/2014 18:00,134634,43230,21.8,47.5,13
6/18/2014 19:00,127758,45659,25.7,50,14.9
6/18/2014 20:00,127709,44791,30.3,54.9,15.5
6/18/2014 21:00,169328,55709,27.1,55.7,15.5
6/18/2014 22:00,141972,45469,26.4,54.5,13.6
6/18/2014 23:00,67850,23068,18.3,49.6,13.8
6/19/2014 0:00,40414,13823,25.6,45.9,15.5
6/19/2014 1:00,17683,5583,15.3,38.8,11.7
6/19/2014 2:00,3839,1265,15.5,38.3,17.3
6/19/2014 3:00,887,317,12.2,40.4,12.1
6/19/2014 4:00,4448,1449,19,37.7,15.4
6/19/2014 5:00,11719,3946,16.2,47.2,11.2
6/19/2014 6:00,22586,7253,19.5,35.5,15.9
6/19/2014 7:00,36078,10196,24.7,43.5,16.5
6/19/2014 8:00,79461,26075,23.3,48.1,9.5
6/19/2014 9:00,111085,38242,25.8,53.2,12.1
6/19/2014 10:00,127141,43644,21.6,51.1,14.1
6/19/2014 11:00,138943,51607,26.4,55.6,16.2
6/19/2014 12:00,148854,50611,22,55.1,14.8
6/19/2014 13:00,152608,48984,26.1,54,16.8
6/19/2014 14:00,112411,35775,19.6,55.9,13.4
6/19/2014 15:00,122558,43457,29.7,54,14.6
6/19/2014 16:00,125646,38669,22.6,46.7,15
6/19/2014 17:00,156797,49072,26.8,54.5,15.6
6/19/2014 18:00,141610,48676,29.3,56.3,11.1
6/19/2014 19:00,134178,43977,21.3,54.5,14.2
6/19/2014 20:00,162865,59600,32.6,58,13.2
6/19/2014 21:00,175772,59927,36.6,55.5,16.9
6/19/2014 22:00,105493,37780,26.2,51.5,14.1
6/19/2014 23:00,59978,22569,23,48.6,17.3
6/20/2014 0:00,40256,13279,20.2,45.3,12.1
6/20/2014 1:00,15649,5287,19.9,46.3,14.9
6/20/2014 2:00,3530,1306,15.9,39.1,12.7
6/20/2014 3:00,417,149,15.4,34.2,12.3
6/20/2014 4:00,1184,425,11.6,44,16.6
6/20/2014 5:00,10693,3482,20.4,39.8,14.7
6/20/2014 6:00,36625,13396,21.6,44.2,13.4
6/20/2014 7:00,41506,13068,21.4,42.4,11.7
6/20/2014 8:00,101497,32495,24.1,49.2,11.2
6/20/2014 9:00,86902,29124,23.2,48.8,15.4
6/20/2014 10:00,126068,39036,26.1,52.5,15.8
6/20/2014 11:00,180282,55926,32.8,58.8,14.4
6/20/2014 12:00,164106,57669,31.8,56.8,13.5
6/20/2014 13:00,169544,50190,27,52.1,14.3
6/20/2014 14:00,126485,42493,26.4,50.9,15.3
6/20/2014 15:00,136798,47391,25.4,52.6,14.4
6/20/2014 16:00,120712,42240,22.7,53.2,14
6/20/2014 17:00,112328,36330,24,46.3,14.3
6/20/2014 18:00,162666,50129,23.5,49,13.1
6/20/2014 19:00,131832,41840,24.3,48.4,11.9
6/20/2014 20:00,140435,45803,29.6,56.1,14.7
6/20/2014 21:00,146158,53706,27.1,58.5,15.1
6/20/2014 22:00,112442,35614,22.2,48.2,15.4
6/20/2014 23:00,49211,16850,22,47.3,12.9
6/21/2014 0:00,43700,15840,19.8,44,16
6/21/2014 1:00,23079,6871,13.2,45.5,14.4
6/21/2014 2:00,5899,1889,16.3,34,13.6
6/21/2014 3:00,692,218,20.6,36.4,15.9
6/21/2014 4:00,2068,716,18.7,43.9,15.8
6/21/2014 5:00,9972,3247,14.5,40.9,12.4
6/21/2014 6:00,3714,1315,12,40.8,16.4
6/21/2014 7:00,57508,17682,15.9,43.2,9.9
6/21/2014 8:00,68082,22871,20.4,46.7,16.1
6/21/2014 9:00,112274,41006,22.4,57.9,14
6/21/2014 10:00,139753,48647,32.5,57.7,13.7
6/21/2014 11:00,183611,61891,23.5,59.1,16
6/21/2014 12:00,128618,42227,20.4,51.6,13.3
6/21/2014 13:00,131803,48769,24.2,54.6,14.8
6/21/2014 14:00,125057,43036,23.7,55.9,12.2
6/21/2014 15:00,120759,43903,23.5,48.9,16.3
6/21/2014 16:00,107503,37628,27.5,51,15.5
6/21/2014 17:00,154440,49282,30.2,53.9,14.5
6/21/2014 18:00,26360,9187,11.1,44.2,13
6/21/2014 19:00,53268,17518,22.3,40.7,15.1
6/21/2014 20:00,120035,38478,25.6,53,14.6
6/21/2014 21:00,111198,35655,24.8,50.8,15.2
6/21/2014 22:00,54110,17237,17.6,53.9,14.4
6/21/2014 23:00,52108,17531,21.2,42.1,10.8
6/22/2014 0:00,38153,12322,18.2,46.8,13.2
6/22/2014 1:00,16647,5456,17.8,40.3,16.5
6/22/2014 2:00,2280,748,18.6,35.8,14.5
6/22/2014 3:00,635,223,13.2,34.1,15.1
6/22/2014 4:00,2610,882,10.4,37,13.9
6/22/2014 5:00,4009,1404,14.8,42.3,15.5
6/22/2014 6:00,560,189,16.2,43.7,13
6/22/2014 7:00,37174,12991,13,42.2,16
6/22/2014 8:00,62492,20841,25.6,41.8,13.4
6/22/2014 9:00,89272,28241,25.6,51.3,14.9
6/22/2014 10:00,68013,20024,21.7,51.7,14.1
6/22/2014 11:00,120901,39830,26.1,53.4,14
6/22/2014 12:00,161027,48840,30.1,52.8,14.6
6/22/2014 13:00,141667,51883,28.2,50.1,17.7
6/22/2014 14:00,125622,40242,18.3,53.2,12.8
6/22/2014 15:00,130296,46332,30.2,52.1,13.3
6/22/2014 16:00,119684,36332,27.9,51.2,14.8
6/22/2014 17:00,112477,42276,27.8,46.4,14.2
6/22/2014 18:00,114504,34944,23,49.8,12.6
6/22/2014 19:00,149997,51987,24.8,53.6,11
6/22/2014 20:00,131421,42026,24.3,48.4,14.5
6/22/2014 21:00,132490,41742,25.9,48.7,13.7
6/22/2014 22:00,115002,33697,19.9,51.2,11.6
6/22/2014 23:00,53659,19921,24.5,41.8,12.9
6/23/2014 0:00,36282,11993,17.3,45,15.8
6/23/2014 1:00,25676,8538,23.4,42.3,15.5
6/23/2014 2:00,5736,1823,14.2,40.6,10.7
6/23/2014 3:00,1362,408,14.6,41,15.4
6/23/2014 4:00,7593,2347,21.6,37.1,11.4
6/23/2014 5:00,30305,8962,12.4,49.1,14.8
6/23/2014 6:00,47788,16091,24.1,48.2,16.2
6/23/2014 7:00,111048,36787,23.3,48.8,10.4
6/23/2014 8:00,146126,46010,26.7,57.5,14
6/23/2014 9:00,241207,73811,31,66,16.3
6/23/2014 10:00,350651,110333,42.8,76.5,16.1
6/23/2014 11:00,405604,123593,50.2,72.7,12
6/23/2014 12:00,382391,120074,43.5,71.3,14
6/23/2014 13:00,295382,94866,42.6,65.6,15.6
6/23/2014 14:00,342131,98918,43.2,67.8,13.7
6/23/2014 15:00,256579,94692,38.1,73.5,15.5
6/23/2014 16:00,235040,86868,39.3,67.2,13.1
6/23/2014 17:00,236399,91644,44.4,69.6,11.2
6/23/2014 18:00,246924,86195,39.4,62.2,14.1
6/23/2014 19:00,208850,74889,37.4,60,13.5
6/23/2014 20:00,250264,78632,35.5,65.5,19.3
6/23/2014 21:00,163682,61565,33.7,62.1,13.7
6/23/2014 22:00,187729,61407,30,55.7,14.3
6/23/2014 23:00,86565,26527,17.8,53.5,17.7
6/24/2014 0:00,36494,12426,12.4,43.5,12.7
6/24/2014 1:00,20064,7006,19.3,39.2,12.6
6/24/2014 2:00,5093,1648,15,45.5,11.7
6/24/2014 3:00,851,298,15.3,37.3,12.4
6/24/2014 4:00,3872,1285,12.4,47.2,16.3
6/24/2014 5:00,15321,4697,15.1,40.2,17.8
6/24/2014 6:00,52661,17504,22.5,45.9,17.4
6/24/2014 7:00,55543,18644,23.7,51.8,13.5
6/24/2014 8:00,71590,24609,21.4,45.6,14.8
6/24/2014 9:00,133990,44315,25.1,55,10.2
6/24/2014 10:00,210614,64451,30.2,62.3,12.1
6/24/2014 11:00,157401,52880,25,57.2,11.6
6/24/2014 12:00,207413,75142,29.5,59.1,14.1
6/24/2014 13:00,167653,55504,27.1,53.9,15.9
6/24/2014 14:00,173974,54904,25.7,56.8,12.6
6/24/2014 15:00,167205,56739,27,53.9,15.4
6/24/2014 16:00,119940,38396,21.3,48.7,17.6
6/24/2014 17:00,159246,49802,29.5,55.4,15.9
6/24/2014 18:00,125760,42468,25.2,48.4,17.2
6/24/2014 19:00,172897,53571,29.3,55.7,13.7
6/24/2014 20:00,130000,47033,23.4,51.9,11.5
6/24/2014 21:00,138607,50022,25,58,17.8
6/24/2014 22:00,138512,51012,25.1,56.2,15.1
6/24/2014 23:00,65108,22751,21,45.7,12.1
6/25/2014 0:00,39190,12084,13.9,41.8,14.7
6/25/2014 1:00,22469,7125,17.7,38.9,14.5
6/25/2014 2:00,4317,1432,14.1,35.3,12.8
6/25/2014 3:00,525,159,14,36.2,12
6/25/2014 4:00,4702,1393,12.3,42.7,13.7
6/25/2014 5:00,13189,4737,14.1,46.5,13.3
6/25/2014 6:00,11239,3718,16.3,40.6,15.9
6/25/2014 7:00,42027,14200,24.4,39.6,13
6/25/2014 8:00,85573,31182,22.7,50.4,17.7
6/25/2014 9:00,134918,46080,25.4,55.5,12.3
6/25/2014 10:00,180669,55589,25.6,56.5,9.8
6/25/2014 11:00,172903,62788,29,58.6,15.9
6/25/2014 12:00,242455,76129,33.2,63.9,13.9
6/25/2014 13:00,175779,57428,29,57.4,11.8
6/25/2014 14:00,146579,54222,36.5,55.2,13
6/25/2014 15:00,166954,53502,29.7,57.6,15.1
6/25/2014 16:00,96815,34641,22.3,51.2,12.1
6/25/2014 17:00,154975,47421,25.3,55.7,13.9
6/25/2014 18:00,92517,32124,22.2,50.6,12.1
6/25/2014 19:00,124601,45020,25,55.5,15.8
6/25/2014 20:00,163885,55433,26.9,56.5,15.6
6/25/2014 21:00,146619,50987,27.4,58.9,12.6
6/25/2014 22:00,142570,44569,28,53,18.2
6/25/2014 23:00,72882,24344,17.2,43.9,12.6
6/26/2014 0:00,45667,15838,25,44.9,16.6
6/26/2014 1:00,19910,6610,14.4,42.4,14
6/26/2014 2:00,4534,1674,15.7,35.8,15
6/26/2014 3:00,955,323,11,36.4,14.1
6/26/2014 4:00,4279,1308,19.6,40.2,13.9
6/26/2014 5:00,15271,5641,21.6,40.5,15.5
6/26/2014 6:00,20086,6473,22.4,44.4,11.6
6/26/2014 7:00,60069,19240,20.3,49.9,13.5
6/26/2014 8:00,81169,26685,19.7,43.3,13.4
6/26/2014 9:00,119920,42792,24.5,53.5,15.1
6/26/2014 10:00,172124,60112,29.8,53.1,17.8
6/26/2014 11:00,195899,64949,35.5,60.7,17.6
6/26/2014 12:00,150508,55628,25,54.7,14.7
6/26/2014 13:00,164639,60973,30.6,56,13.1
6/26/2014 14:00,127770,45315,22.2,55.5,14.7
6/26/2014 15:00,189849,60069,29,59.3,17.1
6/26/2014 16:00,214493,65515,29.8,62.1,16
6/26/2014 17:00,119964,41818,29.7,48.7,13.4
6/26/2014 18:00,160628,55983,33.4,52.5,17
6/26/2014 19:00,144317,48377,25.6,58.8,17.5
6/26/2014 20:00,132665,45761,23.2,52.1,15.2
6/26/2014 21:00,195765,63279,29.8,59.9,14.1
6/26/2014 22:00,120250,38567,28,57.6,13.5
6/26/2014 23:00,77340,25115,22.8,40.9,17.5
6/27/2014 0:00,44126,14300,22.1,45.8,15.2
6/27/2014 1:00,25891,8223,10.8,43,10.6
6/27/2014 2:00,5175,1817,17.1,37.4,14.1
6/27/2014 3:00,747,224,9.7,41.3,19.9
6/27/2014 4:00,3898,1322,13.5,37.4,15.3
6/27/2014 5:00,9951,3400,18.3,41.5,13.8
6/27/2014 6:00,44355,14094,12.1,43.9,15.5
6/27/2014 7:00,48394,15492,19.7,42.8,14.2
6/27/2014 8:00,88238,28232,27,51.5,14.4
6/27/2014 9:00,124615,37908,20.6,52.4,13.2
6/27/2014 10:00,118718,42227,24.3,55.8,15.4
6/27/2014 11:00,182454,65354,32.8,57.5,14.2
6/27/2014 12:00,193740,64428,28.8,61.1,12.9
6/27/2014 13:00,175942,58500,30.7,56.2,14.9
6/27/2014 14:00,137752,47413,23.9,52.6,17.7
6/27/2014 15:00,165130,51901,30.6,55.3,14.8
6/27/2014 16:00,144205,45098,24.2,52.6,14.4
6/27/2014 17:00,168142,52697,25.6,54.3,14.5
6/27/2014 18:00,120916,39290,24.7,46.4,15.1
6/27/2014 19:00,127258,42711,26.2,50.8,12.9
6/27/2014 20:00,121256,39570,24.2,54.8,15.9
6/27/2014 21:00,192464,55416,28.5,58.9,14.2
6/27/2014 22:00,114147,44778,23,55.3,12.9
6/27/2014 23:00,69805,24080,21.1,48.4,15.5
6/28/2014 0:00,46219,15940,17.2,45.1,15.3
6/28/2014 1:00,25470,8014,15.9,42.6,12.2
6/28/2014 2:00,4497,1504,15,42.1,15.1
6/28/2014 3:00,1349,418,14.5,42.8,16.9
6/28/2014 4:00,3756,1309,17.8,40.6,13.3
6/28/2014 5:00,11069,3760,14.1,43.9,15.9
6/28/2014 6:00,34573,12498,15.1,44.3,11.2
6/28/2014 7:00,35859,11266,18.4,45.4,17.2
6/28/2014 8:00,64366,19527,19.5,52.2,17.3
6/28/2014 9:00,132909,40450,24.4,46.5,16.9
6/28/2014 10:00,161248,49396,28.9,52.9,18.1
6/28/2014 11:00,170037,62364,30.5,58.7,12.4
6/28/2014 12:00,215111,71754,28.3,64.2,14.2
6/28/2014 13:00,162185,53562,24.1,53.9,12.2
6/28/2014 14:00,131166,56465,29.4,52.9,15
6/28/2014 15:00,135683,42294,27.1,51.7,14.5
6/28/2014 16:00,76946,25360,20.1,52.8,17.4
6/28/2014 17:00,110490,36721,23.9,54.9,8.9
6/28/2014 18:00,110587,37922,30.7,52.9,10.2
6/28/2014 19:00,99757,35557,23.8,58.2,15.6
6/28/2014 20:00,70202,23126,17.7,47.9,17.5
6/28/2014 21:00,59543,22119,28,47.4,13.8
6/28/2014 22:00,83803,26243,27.7,48.2,16.8
6/28/2014 23:00,61890,20011,27.1,47.4,11.8
6/29/2014 0:00,53535,17224,16.6,45.3,12.6
6/29/2014 1:00,20690,7650,20.5,41.7,11
6/29/2014 2:00,5509,1966,14.9,41,13.2
6/29/2014 3:00,958,345,12,38.5,14.9
6/29/2014 4:00,1666,512,15.4,43.1,11
6/29/2014 5:00,4789,1592,13.6,36.7,13
6/29/2014 6:00,16604,5778,15.5,42.3,15.9
6/29/2014 7:00,24511,8091,16.7,45.8,15.3
6/29/2014 8:00,50583,18312,24.8,48.7,15.2
6/29/2014 9:00,86018,28910,23.5,52,16.7
6/29/2014 10:00,84344,29529,19.6,50,17.2
6/29/2014 11:00,111831,38586,22,50.8,15.4
6/29/2014 12:00,205769,74488,29.6,62.8,13.1
6/29/2014 13:00,155552,55256,31.3,55.6,15.8
6/29/2014 14:00,133998,47957,27.4,52.8,10.8
6/29/2014 15:00,95661,31397,22.5,49.7,15.3
6/29/2014 16:00,141882,52053,25.9,53.3,16.6
6/29/2014 17:00,130987,51515,31,57.9,14.9
6/29/2014 18:00,124034,41887,23.9,56.4,13.7
6/29/2014 19:00,146108,46454,24.3,55.5,12.2
