DT,VPH,ApacheRPH,TPH,CPU,MEM,IO
6/12/2014 8:00,71429,217080,23119,15.3,47.2,20.9
6/12/2014 9:00,93850,300327,31173,20.2,46.7,24.9
6/12/2014 10:00,154894,475282,54099,24.1,49.9,23.9
6/12/2014 11:00,157444,460182,51239,23.7,44.6,23
6/12/2014 12:00,170028,510611,54739,28.6,46.9,29.3
6/12/2014 13:00,151221,450554,47441,24.3,47.8,25
6/12/2014 14:00,167989,491901,55259,27.6,47.1,24.6
6/12/2014 15:00,111928,331452,37193,18.2,46.3,16.8
6/12/2014 16:00,152637,480109,48013,26.7,41.3,28.4
6/12/2014 17:00,162385,452315,50852,25.5,43,29.7
6/12/2014 18:00,150477,465074,45969,26.6,45.9,18.7
6/12/2014 19:00,135943,418079,45909,22.9,46.7,28.4
6/12/2014 20:00,150144,440683,51739,24.2,46.9,22.8
6/12/2014 21:00,159512,494368,53362,27.2,46.5,24.8
6/12/2014 22:00,110093,328424,39619,18.7,46.8,30.5
6/12/2014 23:00,56907,173208,20754,13.2,43.9,24.9
6/13/2014 0:00,42412,116918,14403,8.1,46.4,44.7
6/13/2014 1:00,22390,66089,7032,8.7,46.2,29.5
6/13/2014 2:00,3285,10040,970,4.9,46.5,26.4
6/13/2014 3:00,543,1585,177,4.1,40.3,22.8
6/13/2014 4:00,2831,8390,979,6.3,44.5,26
6/13/2014 5:00,11025,34048,3676,4.1,48.7,26.4
6/13/2014 6:00,18035,52898,6328,9.4,46.4,19.6
6/13/2014 7:00,17544,53166,5561,6.4,45.8,21.5
6/13/2014 8:00,57204,170636,21865,11.3,44.9,33.4
6/13/2014 9:00,110199,320789,38589,19.4,50.2,17
6/13/2014 10:00,116059,333324,38546,20.6,46.5,27.7
6/13/2014 11:00,171851,519873,58296,27.6,45.1,23.7
6/13/2014 12:00,181456,536856,59334,28.1,46.9,26
6/13/2014 13:00,155891,466392,50709,25.7,46.1,24.2
6/13/2014 14:00,129265,368728,46164,22.9,41.8,25.7
6/13/2014 15:00,120723,362070,47546,18.3,44.5,36
6/13/2014 16:00,122689,379871,40730,24.4,47.9,22.2
6/13/2014 17:00,118244,347602,38715,22.6,49.3,25.5
6/13/2014 18:00,131839,418648,43822,24.4,42.4,27.3
6/13/2014 19:00,101973,299251,30395,17.6,44.5,26.9
6/13/2014 20:00,134358,408045,43801,24.7,44.6,28
6/13/2014 21:00,94494,294593,41415,16.7,45.6,28.3
6/13/2014 22:00,106126,288180,37529,15.6,46.5,18.6
6/13/2014 23:00,58262,169119,18983,9.3,46.2,27.5
6/14/2014 0:00,39955,123545,12077,9,47.8,27.1
6/14/2014 1:00,22825,69782,7055,6.5,46.8,27.8
6/14/2014 2:00,3704,10591,1232,3.7,43,13.5
6/14/2014 3:00,1023,2981,353,4.2,47.2,40.9
6/14/2014 4:00,3505,10104,1064,5.8,45.7,18.3
6/14/2014 5:00,13803,43427,4599,5.7,42.9,18.4
6/14/2014 6:00,2663,7987,1019,7.5,47.9,27.7
6/14/2014 7:00,48042,143669,15304,12.4,48.4,25.2
6/14/2014 8:00,84311,267224,26579,17.3,51.2,29.9
6/14/2014 9:00,95655,288751,29367,16.6,44.1,17.4
6/14/2014 10:00,146775,423119,48974,24.6,49.6,15.4
6/14/2014 11:00,107268,321561,42470,20.3,47.7,18.1
6/14/2014 12:00,131733,387853,47011,19.2,39.9,22.9
6/14/2014 13:00,115542,341782,40576,19.4,46.3,26
6/14/2014 14:00,111145,328679,38864,19.8,46.9,20.9
6/14/2014 15:00,122062,355560,44945,21.3,48.3,18.8
6/14/2014 16:00,147945,454057,49380,22.5,46.5,30.6
6/14/2014 17:00,121865,369958,35682,22.1,52,29.5
6/14/2014 18:00,78194,236135,30035,16.3,45.8,34.2
6/14/2014 19:00,105347,318808,37717,17,46.7,26
6/14/2014 20:00,92538,287030,34830,17.7,46.2,27.6
6/14/2014 21:00,106766,315529,37988,18.1,45.6,21.7
6/14/2014 22:00,75679,208663,25332,14,44.3,25.6
6/14/2014 23:00,67989,208486,20879,14.6,45.5,14.3
6/15/2014 0:00,41061,116271,14000,7.3,41.3,24.4
6/15/2014 1:00,18617,54962,6532,7.4,49.8,27.4
6/15/2014 2:00,4064,12808,1191,5.3,44.2,27.9
6/15/2014 3:00,656,1887,216,5.3,47.5,24
6/15/2014 4:00,173,523,59,5.7,43.9,18.7
6/15/2014 5:00,5035,14832,1687,4,45.5,25.9
6/15/2014 6:00,12894,35161,3902,6.8,47.9,26.6
6/15/2014 7:00,2845,8122,994,5.5,44.9,24.6
6/15/2014 8:00,36552,105675,11671,9.3,44,22.1
6/15/2014 9:00,76319,235880,24072,15.5,45.5,26.1
6/15/2014 10:00,114678,324252,36118,18.8,50.8,30.6
6/15/2014 11:00,129546,409249,43338,21.9,43.7,22.1
6/15/2014 12:00,118904,348287,40580,20.5,45.1,30.9
6/15/2014 13:00,167222,493396,59425,23.3,47.5,32.1
6/15/2014 14:00,135359,427102,42366,23.5,44.6,27.3
6/15/2014 15:00,133073,397808,42415,23.9,45.5,15.5
6/15/2014 16:00,147716,442265,52187,26.1,48.5,22.5
6/15/2014 17:00,71066,218157,25765,15.2,47.8,27.5
6/15/2014 18:00,118765,350553,42347,21.3,43.9,24.8
6/15/2014 19:00,112217,340784,38413,18,45.7,24.2
6/15/2014 20:00,138825,420215,46027,21.5,49.7,28.1
6/15/2014 21:00,177720,510844,55265,27,46.1,31.9
6/15/2014 22:00,81196,242355,27315,16.8,49.1,36.4
6/15/2014 23:00,56721,165510,18428,13.5,47.4,24.3
6/16/2014 0:00,34505,100828,11195,9.5,46.3,22
6/16/2014 1:00,15934,45460,4811,8.8,42.5,33.1
6/16/2014 2:00,2849,9202,894,6.7,45.4,26.7
6/16/2014 3:00,456,1407,146,3.7,44.4,30.7
6/16/2014 4:00,6309,18911,1810,7.7,45.9,27.9
6/16/2014 5:00,14196,44364,4821,6.5,49.9,13.9
6/16/2014 6:00,11502,36573,3615,5,44.1,24.6
6/16/2014 7:00,36900,111387,12404,9,45.3,20.5
6/16/2014 8:00,91818,266125,30608,17.2,46.6,27.7
6/16/2014 9:00,125334,379470,44909,23.1,46,29.4
6/16/2014 10:00,163637,482167,53804,26.5,48.4,27.3
6/16/2014 11:00,173258,524783,61999,28.4,48,24.6
6/16/2014 12:00,145531,441752,57324,24.3,45.6,28.5
6/16/2014 13:00,153671,452126,48467,27.6,42.3,29.7
6/16/2014 14:00,157423,481317,48359,26.1,43.6,20.3
6/16/2014 15:00,138914,439771,43082,24.4,41.5,23.8
6/16/2014 16:00,121518,360836,48496,22.1,47,31.4
6/16/2014 17:00,132910,400788,50754,22.5,47.3,22.7
6/16/2014 18:00,127778,385860,42945,24.3,47.1,30.1
6/16/2014 19:00,152375,447049,47597,22.8,47.1,31.1
6/16/2014 20:00,160809,478005,50899,28,45.9,29.7
6/16/2014 21:00,134143,416063,42042,26.4,46.4,25.5
6/16/2014 22:00,122386,380112,38172,24.3,44.7,20.9
6/16/2014 23:00,73288,210031,23001,12.9,49.9,29.2
6/17/2014 0:00,41730,124623,16760,12.3,49.1,26.3
6/17/2014 1:00,16276,48693,5577,6.6,47.9,30.8
6/17/2014 2:00,4794,13820,1531,7.5,45.8,31.8
6/17/2014 3:00,1371,4394,452,5.9,46.7,31.9
6/17/2014 4:00,4824,13262,1428,7.2,47.9,25.9
6/17/2014 5:00,12368,37797,4255,5.9,48.4,26.7
6/17/2014 6:00,32291,99908,11503,9,43.5,21.6
6/17/2014 7:00,48321,138737,15235,8.3,50.2,35.5
6/17/2014 8:00,70161,211394,22934,17.3,47,29.2
6/17/2014 9:00,93733,296815,35395,18.2,47.9,22.7
6/17/2014 10:00,146180,447817,43467,23.6,44.2,31
6/17/2014 11:00,205867,614418,73274,32.5,44.6,28.9
6/17/2014 12:00,147387,432859,53165,23.6,48.8,28.9
6/17/2014 13:00,178604,535547,57193,27.6,43.1,21.5
6/17/2014 14:00,121761,362586,44278,21,44.2,22.3
6/17/2014 15:00,162174,500062,56946,27,46.1,29.8
6/17/2014 16:00,121557,364719,43921,21.1,45.6,30.4
6/17/2014 17:00,166989,541775,55161,29.4,46.3,21.7
6/17/2014 18:00,131383,385930,44916,20.6,47.4,30.6
6/17/2014 19:00,163175,479128,51267,26.5,46.5,30.9
6/17/2014 20:00,112969,346666,35793,19.3,45.8,20.1
6/17/2014 21:00,160730,484699,50725,26.4,50.8,26.1
6/17/2014 22:00,91109,270657,32556,17.8,43.6,26.8
6/17/2014 23:00,70921,216842,23500,13.9,44.4,21.4
6/18/2014 0:00,38010,116823,12403,8.9,38.8,29.1
6/18/2014 1:00,16696,50636,5356,7.4,44.8,19
6/18/2014 2:00,4668,13543,1509,7,43,24.4
6/18/2014 3:00,804,2400,270,5.1,47.6,31.7
6/18/2014 4:00,2071,6615,710,6.7,44.2,26
6/18/2014 5:00,12128,36265,3548,4.2,44.1,23.7
6/18/2014 6:00,50480,143309,17691,9.1,43.8,22.2
6/18/2014 7:00,70605,216351,22004,13.2,50.8,14.7
6/18/2014 8:00,65028,197282,21350,14.9,44.8,23.1
6/18/2014 9:00,89501,268492,30486,16.5,44.7,35.2
6/18/2014 10:00,140799,419398,40659,25.3,46,18.3
6/18/2014 11:00,171933,538283,64197,27.2,49,25.3
6/18/2014 12:00,209570,617539,68038,32.2,46.9,18.9
6/18/2014 13:00,120061,374974,40689,21.7,48.3,35.7
6/18/2014 14:00,175398,497906,58371,27.7,45.8,18.1
6/18/2014 15:00,123409,363477,44976,21,46.4,22
6/18/2014 16:00,115882,352934,37366,19.9,48,23.5
6/18/2014 17:00,127712,371461,48271,19.4,47.2,32.1
6/18/2014 18:00,134634,402927,43230,22.8,46.2,37.5
6/18/2014 19:00,127758,384461,45659,22.3,46.8,28.2
6/18/2014 20:00,127709,382590,44791,23.5,45.4,27.4
6/18/2014 21:00,169328,519858,55709,27.6,48.8,24
6/18/2014 22:00,141972,441431,45469,27.3,44.5,20.6
6/18/2014 23:00,67850,208281,23068,18.1,40.8,33.9
6/19/2014 0:00,40414,119300,13823,9.1,43.7,27.7
6/19/2014 1:00,17683,52535,5583,8.8,50,26.6
6/19/2014 2:00,3839,11315,1265,4.8,44.1,26.1
6/19/2014 3:00,887,2686,317,5.2,45.1,23.2
6/19/2014 4:00,4448,13010,1449,7.9,42.2,34.8
6/19/2014 5:00,11719,35372,3946,6.9,47.3,23
6/19/2014 6:00,22586,67410,7253,6.7,46.4,25.4
6/19/2014 7:00,36078,108784,10196,11,43.5,27.2
6/19/2014 8:00,79461,241594,26075,17.5,45.8,33.7
6/19/2014 9:00,111085,335707,38242,18,45.7,25.9
6/19/2014 10:00,127141,398045,43644,21.8,43.8,32.9
6/19/2014 11:00,138943,430591,51607,24.4,45.9,22.1
6/19/2014 12:00,148854,437276,50611,24.3,42.6,28.1
6/19/2014 13:00,152608,435733,48984,27,48.9,27.4
6/19/2014 14:00,112411,331412,35775,20.9,47.8,22.5
6/19/2014 15:00,122558,371036,43457,21.9,47,33.7
6/19/2014 16:00,125646,376617,38669,22,46.3,33.3
6/19/2014 17:00,156797,505496,49072,28.8,45.4,30.3
6/19/2014 18:00,141610,414146,48676,24.2,46.7,27
6/19/2014 19:00,134178,382461,43977,22.4,46.7,32.4
6/19/2014 20:00,162865,499361,59600,25.8,46.5,33.4
6/19/2014 21:00,175772,499747,59927,26.3,46.3,25
6/19/2014 22:00,105493,318593,37780,23.7,48.9,33.8
6/19/2014 23:00,59978,182892,22569,11.6,47.5,32.2
6/20/2014 0:00,40256,110333,13279,9.2,46,20.5
6/20/2014 1:00,15649,45409,5287,8.3,44.5,19.5
6/20/2014 2:00,3530,10618,1306,7.8,48.4,32.9
6/20/2014 3:00,417,1215,149,5.4,47.3,34.7
6/20/2014 4:00,1184,3622,425,5.8,47.2,23
6/20/2014 5:00,10693,32451,3482,7.7,44.6,19.2
6/20/2014 6:00,36625,115714,13396,10.7,46.8,23.4
6/20/2014 7:00,41506,124734,13068,11.8,50.8,27.2
6/20/2014 8:00,101497,290703,32495,17.3,46.6,22
6/20/2014 9:00,86902,262459,29124,17,48.2,28.9
6/20/2014 10:00,126068,369774,39036,22.1,44.9,33.2
6/20/2014 11:00,180282,533501,55926,29.5,51.9,32.6
6/20/2014 12:00,164106,472931,57669,26.8,46.4,23.3
6/20/2014 13:00,169544,498847,50190,26.9,45.2,27.6
6/20/2014 14:00,126485,384227,42493,22.6,48.6,24.3
6/20/2014 15:00,136798,417674,47391,24.7,46.3,14
6/20/2014 16:00,120712,369840,42240,21.4,46.8,30.3
6/20/2014 17:00,112328,329359,36330,21.3,44.7,25.3
6/20/2014 18:00,162666,479589,50129,26,45.5,26.9
6/20/2014 19:00,131832,408077,41840,22.7,44.4,40.6
6/20/2014 20:00,140435,416818,45803,25.5,48.5,24.7
6/20/2014 21:00,146158,427658,53706,23.3,47,24.5
6/20/2014 22:00,112442,338649,35614,21.5,46.3,25.7
6/20/2014 23:00,49211,148301,16850,10.1,47.4,27.6
6/21/2014 0:00,43700,128498,15840,8.9,48.3,35.8
6/21/2014 1:00,23079,69832,6871,8.3,42.2,31.4
6/21/2014 2:00,5899,17638,1889,3.6,42,22.2
6/21/2014 3:00,692,2101,218,5,47.5,26.7
6/21/2014 4:00,2068,5873,716,2.9,49,28.5
6/21/2014 5:00,9972,29442,3247,7,46.8,31.6
6/21/2014 6:00,3714,10990,1315,5.1,43.6,27.6
6/21/2014 7:00,57508,176958,17682,15.1,44.4,23.9
6/21/2014 8:00,68082,205711,22871,13.2,49.5,28.8
6/21/2014 9:00,112274,329672,41006,19.6,44.6,28.4
6/21/2014 10:00,139753,434484,48647,23.8,44.8,34.3
6/21/2014 11:00,183611,519617,61891,27.7,39.6,31.8
6/21/2014 12:00,128618,403041,42227,23.7,46.1,30.9
6/21/2014 13:00,131803,382952,48769,25.6,45.8,25
6/21/2014 14:00,125057,358334,43036,20.6,46.6,17.1
6/21/2014 15:00,120759,351814,43903,20.4,48.7,20.7
6/21/2014 16:00,107503,330523,37628,19.4,43.9,30.9
6/21/2014 17:00,154440,468108,49282,25.5,50.2,23.9
6/21/2014 18:00,26360,79451,9187,8.9,43.3,25.7
6/21/2014 19:00,53268,164458,17518,13.2,43.6,26.1
6/21/2014 20:00,120035,342723,38478,21.7,47,26.4
6/21/2014 21:00,111198,321793,35655,22.3,48.7,14.3
6/21/2014 22:00,54110,159303,17237,12.9,46.7,18.4
6/21/2014 23:00,52108,167252,17531,12.7,43.5,32.2
6/22/2014 0:00,38153,114826,12322,12.6,44.3,27.1
6/22/2014 1:00,16647,48867,5456,4.7,41.5,22.4
6/22/2014 2:00,2280,6980,748,4.2,50.9,22.1
6/22/2014 3:00,635,1916,223,5.6,45,16
6/22/2014 4:00,2610,7320,882,5,46.6,25.4
6/22/2014 5:00,4009,12400,1404,5.6,47.3,34.2
6/22/2014 6:00,560,1638,189,7.2,44.7,31.7
6/22/2014 7:00,37174,114774,12991,12.4,46.7,29.5
6/22/2014 8:00,62492,188716,20841,11.8,46.5,19.2
6/22/2014 9:00,89272,274335,28241,16.6,45.8,22
6/22/2014 10:00,68013,212532,20024,15.6,47.2,27.9
6/22/2014 11:00,120901,361325,39830,19.2,46.7,21.3
6/22/2014 12:00,161027,484772,48840,28.9,48.4,23.1
6/22/2014 13:00,141667,445570,51883,25.6,47.2,25.3
6/22/2014 14:00,125622,368454,40242,20.5,48,23.7
6/22/2014 15:00,130296,387427,46332,22.9,45.7,25.3
6/22/2014 16:00,119684,371137,36332,20.6,47.2,25.7
6/22/2014 17:00,112477,323513,42276,17.3,46,25.3
6/22/2014 18:00,114504,361011,34944,21.2,48.3,24
6/22/2014 19:00,149997,447385,51987,25.7,43.2,39.1
6/22/2014 20:00,131421,412157,42026,22.2,40,26.4
6/22/2014 21:00,132490,399043,41742,22.8,50.8,16.8
6/22/2014 22:00,115002,359102,33697,18.9,48.2,21.1
6/22/2014 23:00,53659,156908,19921,12.4,41.7,33.8
6/23/2014 0:00,36282,113333,11993,11.8,47.5,27.4
6/23/2014 1:00,25676,77474,8538,9.5,43.4,20.9
6/23/2014 2:00,5736,17283,1823,3,49.3,27.6
6/23/2014 3:00,1362,4000,408,3.6,45.7,24.3
6/23/2014 4:00,7593,22937,2347,7.7,46.8,29.7
6/23/2014 5:00,30305,85825,8962,10.7,47.3,22.3
6/23/2014 6:00,47788,148025,16091,13.2,45.1,24.5
6/23/2014 7:00,111048,327365,36787,21.6,44.7,27.7
6/23/2014 8:00,146126,408188,46010,21.4,47.4,25.7
6/23/2014 9:00,241207,769209,73811,40.3,45.7,24.7
6/23/2014 10:00,350651,1062221,110333,50,44,30
6/23/2014 11:00,405604,1167506,123593,59.1,48,16.4
6/23/2014 12:00,382391,1182174,120074,55,49.3,23.7
6/23/2014 13:00,295382,874079,94866,45.8,44.2,21
6/23/2014 14:00,342131,994203,98918,48.4,42.2,26.2
6/23/2014 15:00,256579,812609,94692,38.8,43.4,22.4
6/23/2014 16:00,235040,752031,86868,36.1,48.2,27
6/23/2014 17:00,236399,684240,91644,34.5,43.7,25.1
6/23/2014 18:00,246924,722597,86195,36.5,43.7,18.4
6/23/2014 19:00,208850,628975,74889,30.5,48.5,24.7
6/23/2014 20:00,250264,747176,78632,39.3,45.1,21
6/23/2014 21:00,163682,509304,61565,26.1,48.9,30.6
6/23/2014 22:00,187729,587591,61407,32.3,47.1,26.2
6/23/2014 23:00,86565,250180,26527,15.4,47.5,15.2
6/24/2014 0:00,36494,108898,12426,7.5,40.3,22.3
6/24/2014 1:00,20064,57765,7006,8.3,49.4,27.6
6/24/2014 2:00,5093,15310,1648,8.8,46.5,15.8
6/24/2014 3:00,851,2637,298,3.4,42.5,34.5
6/24/2014 4:00,3872,11307,1285,3.7,46.2,25.2
6/24/2014 5:00,15321,46308,4697,8.1,42.2,22
6/24/2014 6:00,52661,157896,17504,10.6,47.9,24.7
6/24/2014 7:00,55543,166834,18644,12.3,49.5,29.9
6/24/2014 8:00,71590,212340,24609,14.3,46.3,17.7
6/24/2014 9:00,133990,405207,44315,22.8,48.9,27.8
6/24/2014 10:00,210614,634040,64451,34.3,48.5,28.8
6/24/2014 11:00,157401,478331,52880,26.3,47.8,24.7
6/24/2014 12:00,207413,673563,75142,34.7,47.5,25
6/24/2014 13:00,167653,511381,55504,31.9,47.6,31.2
6/24/2014 14:00,173974,533423,54904,29.4,43,21.8
6/24/2014 15:00,167205,501243,56739,25.9,47.5,26.1
6/24/2014 16:00,119940,373606,38396,20.1,46.2,16
6/24/2014 17:00,159246,504036,49802,27.7,46.6,28.5
6/24/2014 18:00,125760,392112,42468,19.9,50,29.5
6/24/2014 19:00,172897,554093,53571,29,42.8,15.9
6/24/2014 20:00,130000,399593,47033,21.6,41.6,24.1
6/24/2014 21:00,138607,442182,50022,24.4,46.2,33.7
6/24/2014 22:00,138512,387055,51012,21.4,50.4,32
6/24/2014 23:00,65108,198212,22751,10.5,46.9,32
6/25/2014 0:00,39190,116526,12084,11.4,44.5,26.5
6/25/2014 1:00,22469,70647,7125,10.4,44.6,17.5
6/25/2014 2:00,4317,13031,1432,6,45.4,31.2
6/25/2014 3:00,525,1543,159,4.4,48.7,32.4
6/25/2014 4:00,4702,14162,1393,6.7,46.1,23.2
6/25/2014 5:00,13189,38728,4737,5.1,47.2,31.8
6/25/2014 6:00,11239,33944,3718,8.6,47.7,22.6
6/25/2014 7:00,42027,124209,14200,11.4,44.6,22.1
6/25/2014 8:00,85573,262820,31182,18.4,47.5,24.9
6/25/2014 9:00,134918,415034,46080,24.5,44.9,30.7
6/25/2014 10:00,180669,553678,55589,29,44.7,23.9
6/25/2014 11:00,172903,544510,62788,27.8,44.5,27.4
6/25/2014 12:00,242455,722937,76129,37.3,45.2,20.3
6/25/2014 13:00,175779,548823,57428,28.5,47.5,32.8
6/25/2014 14:00,146579,446124,54222,25.3,44.2,27.4
6/25/2014 15:00,166954,493030,53502,26.9,42.5,38.5
6/25/2014 16:00,96815,289703,34641,18.8,48.8,30.2
6/25/2014 17:00,154975,492048,47421,25.4,43.1,20.4
6/25/2014 18:00,92517,275608,32124,16.7,46.3,27.6
6/25/2014 19:00,124601,367532,45020,19.1,45.1,31.3
6/25/2014 20:00,163885,479218,55433,27.4,45.5,28.2
6/25/2014 21:00,146619,423519,50987,22.6,44.5,23.1
6/25/2014 22:00,142570,401194,44569,21.6,46.3,19.4
6/25/2014 23:00,72882,220745,24344,15.3,47.1,29
6/26/2014 0:00,45667,136208,15838,10.6,44.5,27.1
6/26/2014 1:00,19910,56688,6610,6.1,46.3,31.6
6/26/2014 2:00,4534,13575,1674,5.8,46.3,31.5
6/26/2014 3:00,955,2866,323,5.4,45.9,32.2
6/26/2014 4:00,4279,13426,1308,6.3,47.5,45.3
6/26/2014 5:00,15271,45517,5641,2.2,47,20.9
6/26/2014 6:00,20086,55794,6473,9,49.9,23.4
6/26/2014 7:00,60069,182782,19240,14,43.9,23.9
6/26/2014 8:00,81169,244976,26685,14.1,46,27.6
6/26/2014 9:00,119920,364395,42792,20.4,44.8,31.7
6/26/2014 10:00,172124,504257,60112,27.5,45.6,25.8
6/26/2014 11:00,195899,572139,64949,28.5,41.1,27.8
6/26/2014 12:00,150508,446835,55628,24,45.1,28.9
6/26/2014 13:00,164639,480196,60973,26.1,45.9,25.6
6/26/2014 14:00,127770,382448,45315,21.8,47.1,22
6/26/2014 15:00,189849,632909,60069,34.4,44.5,18.3
6/26/2014 16:00,214493,662499,65515,32.4,47.1,16.4
6/26/2014 17:00,119964,343645,41818,18.9,48.3,32.1
6/26/2014 18:00,160628,473033,55983,27.9,46.3,13.2
6/26/2014 19:00,144317,425028,48377,22.8,48.7,20.4
6/26/2014 20:00,132665,392627,45761,22.3,44.1,24.8
6/26/2014 21:00,195765,607480,63279,32.3,45.5,23.7
6/26/2014 22:00,120250,341907,38567,21,45,29.3
6/26/2014 23:00,77340,224303,25115,14.8,44.1,22.7
6/27/2014 0:00,44126,132354,14300,10.6,44.3,17.3
6/27/2014 1:00,25891,77987,8223,11.5,45.5,20.9
6/27/2014 2:00,5175,16098,1817,3.8,49,21.5
6/27/2014 3:00,747,2340,224,6.9,42.9,21.4
6/27/2014 4:00,3898,11763,1322,8.6,45.6,25.7
6/27/2014 5:00,9951,28882,3400,2.9,45.5,22.2
6/27/2014 6:00,44355,137060,14094,11.1,47.1,25.6
6/27/2014 7:00,48394,139188,15492,13.1,46.2,27.7
6/27/2014 8:00,88238,272946,28232,13,46.7,33.5
6/27/2014 9:00,124615,396454,37908,21.2,44.3,28.8
6/27/2014 10:00,118718,365894,42227,20.9,47.3,35.3
6/27/2014 11:00,182454,546416,65354,30.5,44.6,26.7
6/27/2014 12:00,193740,575040,64428,30.4,43.8,23.1
6/27/2014 13:00,175942,526827,58500,28.9,46.3,22.7
6/27/2014 14:00,137752,407494,47413,23.5,44.7,25.2
6/27/2014 15:00,165130,507460,51901,28.4,47.3,26.1
6/27/2014 16:00,144205,396961,45098,23.1,50.3,24.4
6/27/2014 17:00,168142,495770,52697,26.3,44.5,29.2
6/27/2014 18:00,120916,370535,39290,24,44.4,34.1
6/27/2014 19:00,127258,385218,42711,23.8,46.7,22.3
6/27/2014 20:00,121256,369150,39570,21.4,50.1,18.3
6/27/2014 21:00,192464,587772,55416,31.5,45.7,28.5
6/27/2014 22:00,114147,335881,44778,20.5,47.9,25.8
6/27/2014 23:00,69805,214479,24080,12.8,47,26.8
6/28/2014 0:00,46219,142876,15940,11.6,46.1,21.5
6/28/2014 1:00,25470,78185,8014,9,44.4,31.3
6/28/2014 2:00,4497,13409,1504,6.4,50,27.5
6/28/2014 3:00,1349,3964,418,4.8,43.7,26.3
6/28/2014 4:00,3756,10737,1309,5.8,44.4,26.7
6/28/2014 5:00,11069,31351,3760,8.4,42.8,15.2
6/28/2014 6:00,34573,104572,12498,8.1,46.7,23
6/28/2014 7:00,35859,102534,11266,9.1,48.7,25
6/28/2014 8:00,64366,190304,19527,14.1,47.2,28.1
6/28/2014 9:00,132909,425778,40450,24.1,43.6,24.8
6/28/2014 10:00,161248,472781,49396,24.9,43.5,22.8
6/28/2014 11:00,170037,499748,62364,26.6,45.2,26.5
6/28/2014 12:00,215111,679758,71754,32.8,46.6,26.4
6/28/2014 13:00,162185,482436,53562,25.5,48.9,20.1
6/28/2014 14:00,131166,404620,56465,19.3,46.9,26.7
6/28/2014 15:00,135683,403323,42294,22,52.7,29.6
6/28/2014 16:00,76946,231621,25360,16,45.7,23.1
6/28/2014 17:00,110490,338928,36721,21,45.8,17.6
6/28/2014 18:00,110587,334483,37922,20.8,46.1,21.2
6/28/2014 19:00,99757,286990,35557,16,43.2,15.3
6/28/2014 20:00,70202,206855,23126,16.3,47,29.8
6/28/2014 21:00,59543,182401,22119,11.8,46,26.3
6/28/2014 22:00,83803,244944,26243,13.5,48.8,25.7
6/28/2014 23:00,61890,180672,20011,14,47.2,19.9
6/29/2014 0:00,53535,164126,17224,11.4,43.8,24.3
6/29/2014 1:00,20690,58786,7650,7.4,43.3,20.1
6/29/2014 2:00,5509,16688,1966,5,48.7,24
6/29/2014 3:00,958,2857,345,4.2,49,29
6/29/2014 4:00,1666,5251,512,5.2,52,29.2
6/29/2014 5:00,4789,14686,1592,3.5,49.8,33.2
6/29/2014 6:00,16604,51189,5778,7.4,48.6,24.6
6/29/2014 7:00,24511,74594,8091,9.2,43.8,19.6
6/29/2014 8:00,50583,151978,18312,11.7,45.6,28.5
6/29/2014 9:00,86018,251447,28910,15.7,49.6,20.6
6/29/2014 10:00,84344,245554,29529,17.2,45.4,23.4
6/29/2014 11:00,111831,334389,38586,20.1,41.4,24.2
6/29/2014 12:00,205769,617790,74488,33,46.9,20.9
6/29/2014 13:00,155552,457204,55256,26.2,46.2,36.8
6/29/2014 14:00,133998,402284,47957,21.8,44.8,28.3
6/29/2014 15:00,95661,287294,31397,20.4,49.9,15.3
6/29/2014 16:00,141882,440782,52053,25.5,49.2,27.7
6/29/2014 17:00,130987,387119,51515,23.4,48.7,29.7
6/29/2014 18:00,124034,359455,41887,19.2,46.4,25.6
6/29/2014 19:00,146108,451683,46454,26.1,47.3,31.8
6/29/2014 20:00,160037,465444,55263,27.9,47.2,38.6
6/29/2014 21:00,121854,367294,41205,20.9,44.5,20.2
6/29/2014 22:00,95806,286999,37467,17.1,46.9,19.6
6/29/2014 23:00,77857,240709,23943,15.2,46.8,23.8
6/30/2014 0:00,39257,105174,14415,6.8,48.2,26.6
6/30/2014 1:00,23686,73209,7850,7.7,46.9,35.9
6/30/2014 2:00,4025,12094,1232,6.7,49.6,25.2
6/30/2014 3:00,536,1614,207,4.4,48.8,27
6/30/2014 4:00,4877,15599,1580,5,49.2,25.7
6/30/2014 5:00,15405,45735,5204,6.3,46,20.5
6/30/2014 6:00,48644,141299,18471,10.4,47.9,15.2
6/30/2014 7:00,81355,252925,25684,16.5,47,21.1
6/30/2014 8:00,80129,228871,26518,15.8,45.3,22.4
6/30/2014 9:00,136084,397828,54677,22.2,47,30.6
6/30/2014 10:00,171372,492435,58533,26,45.3,31.2
6/30/2014 11:00,191629,577455,68809,30.3,44,23.2
6/30/2014 12:00,224481,671498,82498,34.9,45.1,24.9
6/30/2014 13:00,218112,614954,72703,33.2,47.1,23.9
6/30/2014 14:00,173475,522814,60458,28.7,44.6,17.6
6/30/2014 15:00,152895,462991,48042,29,48.8,25
6/30/2014 16:00,153820,456896,51096,26.2,47.4,23.4
6/30/2014 17:00,148257,470166,49735,25.7,46.8,27.3
6/30/2014 18:00,164298,486882,56228,24.9,44.5,31.1
6/30/2014 19:00,128721,391917,44967,22.5,43.4,29.7
6/30/2014 20:00,207574,577149,70492,31.4,49.3,27.9
6/30/2014 21:00,179825,570444,57236,29.5,43.2,25.9
