Datetime,VPH,TPH,CPU,MEM,IO,StorageGB,StorageCapacityGB
6/18/2014 16:00,115882,37366,17.6,31.8,38.8,17.484073,64
6/18/2014 17:00,127712,48271,22.8,34.7,43.3,17.488676,64
6/18/2014 18:00,134634,43230,21.2,36.8,40.2,17.492799,64
6/18/2014 19:00,127758,45659,21.1,42,45.3,17.497153,64
6/18/2014 20:00,127709,44791,21.4,35.5,45.4,17.501425,64
6/18/2014 21:00,169328,55709,21.1,40.5,56.1,17.506738,64
6/18/2014 22:00,141972,45469,23.8,40.5,44.7,17.511074,64
6/18/2014 23:00,67850,23068,21,27.8,27.8,17.513274,64
6/19/2014 0:00,40414,13823,12.3,29.8,18.1,17.514592,64
6/19/2014 1:00,17683,5583,14,26.2,12.4,17.515125,64
6/19/2014 2:00,3839,1265,5.8,22.2,9.9,17.515245,64
6/19/2014 3:00,887,317,17.2,24.2,6.5,17.515276,64
6/19/2014 4:00,4448,1449,18.1,26.4,7.7,17.515414,64
6/19/2014 5:00,11719,3946,17.8,24.5,9.8,17.51579,64
6/19/2014 6:00,22586,7253,18.2,25.6,13.9,17.516482,64
6/19/2014 7:00,36078,10196,17.5,28.9,12.8,17.517454,64
6/19/2014 8:00,79461,26075,19.3,32.9,25,17.519941,64
6/19/2014 9:00,111085,38242,18.3,38.5,37,17.523588,64
6/19/2014 10:00,127141,43644,22.7,36.1,40.7,17.52775,64
6/19/2014 11:00,138943,51607,25,36.7,46.8,17.532672,64
6/19/2014 12:00,148854,50611,22.1,40,46.5,17.537499,64
6/19/2014 13:00,152608,48984,18.9,35.1,45.7,17.54217,64
6/19/2014 14:00,112411,35775,16.8,28.5,34.8,17.545582,64
6/19/2014 15:00,122558,43457,24.1,34.4,39.6,17.549726,64
6/19/2014 16:00,125646,38669,23.7,38.3,37.5,17.553414,64
6/19/2014 17:00,156797,49072,21.8,39.8,48.4,17.558094,64
6/19/2014 18:00,141610,48676,23.4,40.7,47.1,17.562736,64
6/19/2014 19:00,134178,43977,22.2,42.2,39.6,17.56693,64
6/19/2014 20:00,162865,59600,24.7,40.2,55.6,17.572614,64
6/19/2014 21:00,175772,59927,24.4,42.1,54.7,17.578329,64
6/19/2014 22:00,105493,37780,20.1,40.6,35.9,17.581932,64
6/19/2014 23:00,59978,22569,16,32.2,23.7,17.584084,64
6/20/2014 0:00,40256,13279,19.8,28,20,17.585351,64
6/20/2014 1:00,15649,5287,14.3,18.9,13.6,17.585855,64
6/20/2014 2:00,3530,1306,15,31,7.2,17.585979,64
6/20/2014 3:00,417,149,15.5,26.5,5.5,17.585994,64
6/20/2014 4:00,1184,425,15.6,28.1,9.1,17.586034,64
6/20/2014 5:00,10693,3482,13.9,21,9.3,17.586366,64
6/20/2014 6:00,36625,13396,17.5,31.2,16.5,17.587644,64
6/20/2014 7:00,41506,13068,16.7,31.6,16.1,17.58889,64
6/20/2014 8:00,101497,32495,19.1,28.7,35.4,17.591989,64
6/20/2014 9:00,86902,29124,19.3,35.6,33,17.594766,64
6/20/2014 10:00,126068,39036,18,38.4,42.4,17.598489,64
6/20/2014 11:00,180282,55926,27.3,36.5,57.4,17.603823,64
6/20/2014 12:00,164106,57669,25.8,40.8,51.5,17.609323,64
6/20/2014 13:00,169544,50190,24.2,37,45.3,17.614109,64
6/20/2014 14:00,126485,42493,23.6,38.9,43.8,17.618161,64
6/20/2014 15:00,136798,47391,23.8,39.8,41.1,17.622681,64
6/20/2014 16:00,120712,42240,22.1,41.1,40.3,17.626709,64
6/20/2014 17:00,112328,36330,20.6,32.2,36.1,17.630174,64
6/20/2014 18:00,162666,50129,27.9,40.7,49,17.634955,64
6/20/2014 19:00,131832,41840,20.7,32.5,42.7,17.638945,64
6/20/2014 20:00,140435,45803,19.4,35.8,43.2,17.643313,64
6/20/2014 21:00,146158,53706,19.9,42.3,58.3,17.648435,64
6/20/2014 22:00,112442,35614,17.7,41,34.3,17.651831,64
6/20/2014 23:00,49211,16850,16.8,33.6,21.6,17.653438,64
6/21/2014 0:00,43700,15840,14.1,28.5,19.7,17.654949,64
6/21/2014 1:00,23079,6871,11.8,24.5,12.2,17.655604,64
6/21/2014 2:00,5899,1889,13.7,24.8,9.4,17.655784,64
6/21/2014 3:00,692,218,17.7,29.1,3.8,17.655805,64
6/21/2014 4:00,2068,716,20.2,27.8,6.3,17.655873,64
6/21/2014 5:00,9972,3247,13.4,29.6,9.4,17.656183,64
6/21/2014 6:00,3714,1315,15,23.9,9,17.656308,64
6/21/2014 7:00,57508,17682,20.3,27.8,19.6,17.657995,64
6/21/2014 8:00,68082,22871,24.5,30,23.2,17.660176,64
6/21/2014 9:00,112274,41006,23.8,37.9,39.3,17.664086,64
6/21/2014 10:00,139753,48647,24.5,35.2,46.7,17.668726,64
6/21/2014 11:00,183611,61891,26.6,44.9,58.7,17.674628,64
6/21/2014 12:00,128618,42227,22.8,40,41.3,17.678655,64
6/21/2014 13:00,131803,48769,26.3,37,44.3,17.683306,64
6/21/2014 14:00,125057,43036,21.8,35.3,43.3,17.68741,64
6/21/2014 15:00,120759,43903,19.9,38.1,44.4,17.691597,64
6/21/2014 16:00,107503,37628,17.3,36.6,39.8,17.695186,64
6/21/2014 17:00,154440,49282,21.6,28.4,46,17.699886,64
6/21/2014 18:00,26360,9187,12.4,23.9,17.2,17.700762,64
6/21/2014 19:00,53268,17518,14.4,29.4,17.9,17.702433,64
6/21/2014 20:00,120035,38478,19.8,37.3,41.6,17.706102,64
6/21/2014 21:00,111198,35655,20.7,31.9,32.8,17.709502,64
6/21/2014 22:00,54110,17237,17.1,30.8,18.4,17.711146,64
6/21/2014 23:00,52108,17531,15.2,32.9,21.3,17.712818,64
6/22/2014 0:00,38153,12322,20.2,27.8,20.8,17.713993,64
6/22/2014 1:00,16647,5456,16,19.5,11.5,17.714514,64
6/22/2014 2:00,2280,748,16.5,21.6,5,17.714585,64
6/22/2014 3:00,635,223,18,25.5,3.4,17.714606,64
6/22/2014 4:00,2610,882,13.1,22.3,11.5,17.71469,64
6/22/2014 5:00,4009,1404,20.1,28.3,8.5,17.714824,64
6/22/2014 6:00,560,189,17.3,23.8,9.4,17.714842,64
6/22/2014 7:00,37174,12991,17.9,30.9,21.4,17.716081,64
6/22/2014 8:00,62492,20841,17.8,32.5,24.2,17.718069,64
6/22/2014 9:00,89272,28241,19.9,34.5,33.5,17.720762,64
6/22/2014 10:00,68013,20024,23.6,26.1,22.8,17.722672,64
6/22/2014 11:00,120901,39830,25.9,36.8,37,17.72647,64
6/22/2014 12:00,161027,48840,26.5,38,45.4,17.731128,64
6/22/2014 13:00,141667,51883,20.4,38.5,51.1,17.736076,64
6/22/2014 14:00,125622,40242,17.3,34,42.1,17.739914,64
6/22/2014 15:00,130296,46332,22.6,32.3,46.4,17.744332,64
6/22/2014 16:00,119684,36332,24.6,34.6,33.6,17.747797,64
6/22/2014 17:00,112477,42276,25.8,37.6,37.7,17.751829,64
6/22/2014 18:00,114504,34944,23.7,37.2,35,17.755161,64
6/22/2014 19:00,149997,51987,20.4,35.8,54.4,17.760119,64
6/22/2014 20:00,131421,42026,20.4,35.2,39.9,17.764127,64
6/22/2014 21:00,132490,41742,23,32.9,43.2,17.768108,64
6/22/2014 22:00,115002,33697,22,33.7,37.6,17.771322,64
6/22/2014 23:00,53659,19921,16.4,33.4,20.4,17.773221,64
6/23/2014 0:00,36282,11993,14.6,26,15.4,17.774365,64
6/23/2014 1:00,25676,8538,15,26.7,13.1,17.775179,64
6/23/2014 2:00,5736,1823,19.2,29.3,8.9,17.775353,64
6/23/2014 3:00,1362,408,14.3,26.3,4.3,17.775392,64
6/23/2014 4:00,7593,2347,12.6,26,9.3,17.775616,64
6/23/2014 5:00,30305,8962,21.1,28.7,16.2,17.776471,64
6/23/2014 6:00,47788,16091,12.4,25.5,18.8,17.778005,64
6/23/2014 7:00,111048,36787,21.1,36.3,36,17.781514,64
6/23/2014 8:00,146126,46010,19.3,41.5,41.2,17.785902,64
6/23/2014 9:00,241207,73811,26.1,46.8,68,17.792941,64
6/23/2014 10:00,350651,110333,33.4,55.5,96.8,17.803463,64
6/23/2014 11:00,405604,123593,37.1,62.5,100,17.81525,64
6/23/2014 12:00,382391,120074,38.4,56.1,100,17.826701,64
6/23/2014 13:00,295382,94866,34.7,53.2,84.7,17.835748,64
6/23/2014 14:00,342131,98918,23.7,49.5,90,17.845181,64
6/23/2014 15:00,256579,94692,23.8,54.5,86,17.854212,64
6/23/2014 16:00,235040,86868,25.7,51,81.6,17.862496,64
6/23/2014 17:00,236399,91644,30.6,50.1,81.9,17.871236,64
6/23/2014 18:00,246924,86195,26.7,51.7,74.7,17.879456,64
6/23/2014 19:00,208850,74889,34.1,41.9,70.9,17.886598,64
6/23/2014 20:00,250264,78632,33.6,44.8,69.4,17.894097,64
6/23/2014 21:00,163682,61565,24.6,43.5,53.4,17.899969,64
6/23/2014 22:00,187729,61407,22.3,40.5,56.6,17.905825,64
6/23/2014 23:00,86565,26527,20.5,36.2,27.5,17.908355,64
6/24/2014 0:00,36494,12426,15.1,26.4,15.3,17.90954,64
6/24/2014 1:00,20064,7006,9.4,21.2,13,17.910208,64
6/24/2014 2:00,5093,1648,14.3,25.3,7.1,17.910365,64
6/24/2014 3:00,851,298,17.4,21.6,8,17.910393,64
6/24/2014 4:00,3872,1285,11.9,28.8,9.5,17.910516,64
6/24/2014 5:00,15321,4697,13.4,29.7,9.3,17.910964,64
6/24/2014 6:00,52661,17504,18.9,32.3,23.3,17.912633,64
6/24/2014 7:00,55543,18644,19,29.5,24.4,17.914411,64
6/24/2014 8:00,71590,24609,21.6,34.6,26.8,17.916758,64
6/24/2014 9:00,133990,44315,15.2,34.5,47.1,17.920984,64
6/24/2014 10:00,210614,64451,22.6,43,59.3,17.927131,64
6/24/2014 11:00,157401,52880,19.8,41.1,49.9,17.932174,64
6/24/2014 12:00,207413,75142,28,46.2,68.9,17.93934,64
6/24/2014 13:00,167653,55504,26.1,42.6,50.8,17.944633,64
6/24/2014 14:00,173974,54904,24.5,36.3,53,17.949869,64
6/24/2014 15:00,167205,56739,22.9,41.1,47.9,17.95528,64
6/24/2014 16:00,119940,38396,16.9,31.5,39.5,17.958942,64
6/24/2014 17:00,159246,49802,26.2,39.1,46.3,17.963692,64
6/24/2014 18:00,125760,42468,22.5,38.4,39.9,17.967742,64
6/24/2014 19:00,172897,53571,27.4,39.8,50.5,17.972851,64
6/24/2014 20:00,130000,47033,24.5,40.2,43.9,17.977336,64
6/24/2014 21:00,138607,50022,22.1,39.1,45.9,17.982106,64
6/24/2014 22:00,138512,51012,25.1,35.3,47.4,17.986971,64
6/24/2014 23:00,65108,22751,15.9,32,23.7,17.989141,64
6/25/2014 0:00,39190,12084,21.8,26.7,16,17.990293,64
6/25/2014 1:00,22469,7125,13.9,20.5,15.5,17.990973,64
6/25/2014 2:00,4317,1432,17.4,26.2,6.6,17.99111,64
6/25/2014 3:00,525,159,10.3,25.2,4.6,17.991125,64
6/25/2014 4:00,4702,1393,14.7,24.8,10,17.991258,64
6/25/2014 5:00,13189,4737,20.6,26.5,13.6,17.991709,64
6/25/2014 6:00,11239,3718,17.6,23,10.5,17.992064,64
6/25/2014 7:00,42027,14200,17.8,29.9,17.8,17.993418,64
6/25/2014 8:00,85573,31182,20.4,34.9,32.8,17.996392,64
6/25/2014 9:00,134918,46080,24.7,35,41.4,18.000786,64
6/25/2014 10:00,180669,55589,26.1,45.6,53.2,18.006088,64
6/25/2014 11:00,172903,62788,28.8,45.1,60.9,18.012076,64
6/25/2014 12:00,242455,76129,26.6,48.4,74.1,18.019336,64
6/25/2014 13:00,175779,57428,23,40,55.6,18.024813,64
6/25/2014 14:00,146579,54222,26.9,45.1,49.4,18.029984,64
6/25/2014 15:00,166954,53502,20.6,41.6,53.9,18.035086,64
6/25/2014 16:00,96815,34641,23.8,32.2,37.4,18.03839,64
6/25/2014 17:00,154975,47421,21.4,38,46.8,18.042912,64
6/25/2014 18:00,92517,32124,23.8,34.9,34.3,18.045976,64
6/25/2014 19:00,124601,45020,23.7,36.6,39.9,18.050269,64
6/25/2014 20:00,163885,55433,27.4,40.7,53,18.055556,64
6/25/2014 21:00,146619,50987,26.1,43.1,48.9,18.060418,64
6/25/2014 22:00,142570,44569,25.8,37.6,42.3,18.064669,64
6/25/2014 23:00,72882,24344,20.9,33.4,26.2,18.06699,64
6/26/2014 0:00,45667,15838,16.7,28.4,19.5,18.068501,64
6/26/2014 1:00,19910,6610,21.4,25.5,14.5,18.069131,64
6/26/2014 2:00,4534,1674,9.4,17.9,13.1,18.069291,64
6/26/2014 3:00,955,323,15.5,23.5,10.2,18.069321,64
6/26/2014 4:00,4279,1308,17.2,24,4.6,18.069446,64
6/26/2014 5:00,15271,5641,15.6,27.4,13.8,18.069984,64
6/26/2014 6:00,20086,6473,15.8,27.7,14.2,18.070601,64
6/26/2014 7:00,60069,19240,16.4,30,21.8,18.072436,64
6/26/2014 8:00,81169,26685,19.8,31,29.2,18.074981,64
6/26/2014 9:00,119920,42792,26,42.6,42,18.079062,64
6/26/2014 10:00,172124,60112,27.1,36,58.4,18.084795,64
6/26/2014 11:00,195899,64949,29.2,45.9,56.4,18.090989,64
6/26/2014 12:00,150508,55628,26.6,39.8,52.9,18.096294,64
6/26/2014 13:00,164639,60973,22.3,43.4,58.4,18.102109,64
6/26/2014 14:00,127770,45315,20,29.8,44.5,18.10643,64
6/26/2014 15:00,189849,60069,25.2,41,60.7,18.112159,64
6/26/2014 16:00,214493,65515,26.7,43.1,60.9,18.118407,64
6/26/2014 17:00,119964,41818,19.2,36.6,39.9,18.122395,64
6/26/2014 18:00,160628,55983,25.1,37.2,52.4,18.127734,64
6/26/2014 19:00,144317,48377,21.1,39.5,49.7,18.132348,64
6/26/2014 20:00,132665,45761,24.4,40.2,44.1,18.136712,64
6/26/2014 21:00,195765,63279,29.9,45.6,55,18.142747,64
6/26/2014 22:00,120250,38567,18.5,35.2,38.6,18.146425,64
6/26/2014 23:00,77340,25115,17.7,31.1,28.5,18.14882,64
6/27/2014 0:00,44126,14300,15.7,25.5,19.5,18.150183,64
6/27/2014 1:00,25891,8223,21.1,26.5,11.9,18.150968,64
6/27/2014 2:00,5175,1817,13.1,31,10.3,18.151141,64
6/27/2014 3:00,747,224,6.6,19.9,8.3,18.151162,64
6/27/2014 4:00,3898,1322,12.3,22.5,8.3,18.151288,64
6/27/2014 5:00,9951,3400,20.6,24.3,11.1,18.151613,64
6/27/2014 6:00,44355,14094,15.6,31.2,19.8,18.152957,64
6/27/2014 7:00,48394,15492,19.9,28.8,19.3,18.154434,64
6/27/2014 8:00,88238,28232,20.5,33.6,33,18.157127,64
6/27/2014 9:00,124615,37908,24.1,33.8,36.1,18.160742,64
6/27/2014 10:00,118718,42227,27.6,36.7,39.9,18.164769,64
6/27/2014 11:00,182454,65354,23,41.1,58.4,18.171002,64
6/27/2014 12:00,193740,64428,23.9,38.7,61.2,18.177146,64
6/27/2014 13:00,175942,58500,26,42,49.3,18.182725,64
6/27/2014 14:00,137752,47413,22.5,43.9,43.4,18.187246,64
6/27/2014 15:00,165130,51901,20.5,35,49.8,18.192196,64
6/27/2014 16:00,144205,45098,21,38.6,43.4,18.196497,64
6/27/2014 17:00,168142,52697,19.7,33.7,51,18.201523,64
6/27/2014 18:00,120916,39290,18.8,33.5,40.3,18.20527,64
6/27/2014 19:00,127258,42711,15.6,39,41.6,18.209343,64
6/27/2014 20:00,121256,39570,22.7,30.6,38.8,18.213117,64
6/27/2014 21:00,192464,55416,24.8,39.2,53.2,18.218401,64
6/27/2014 22:00,114147,44778,26.8,43.4,43.6,18.222672,64
6/27/2014 23:00,69805,24080,16.5,28.9,23.9,18.224968,64
6/28/2014 0:00,46219,15940,19.5,30.9,19.4,18.226488,64
6/28/2014 1:00,25470,8014,14.6,28.7,14.9,18.227253,64
6/28/2014 2:00,4497,1504,15.9,25.3,6.1,18.227396,64
6/28/2014 3:00,1349,418,19.4,29.9,8.9,18.227436,64
6/28/2014 4:00,3756,1309,11.3,27.5,4.7,18.227561,64
6/28/2014 5:00,11069,3760,14.1,33.7,10.6,18.227919,64
6/28/2014 6:00,34573,12498,10.2,32.5,16.4,18.229111,64
6/28/2014 7:00,35859,11266,19.8,26.9,15.7,18.230186,64
6/28/2014 8:00,64366,19527,16.1,24.1,22.2,18.232048,64
6/28/2014 9:00,132909,40450,31.3,41.9,39.6,18.235906,64
6/28/2014 10:00,161248,49396,23,40.3,50.8,18.240616,64
6/28/2014 11:00,170037,62364,30.9,37.3,59.1,18.246564,64
6/28/2014 12:00,215111,71754,29.4,45.8,66.3,18.253407,64
6/28/2014 13:00,162185,53562,22.3,43.5,50.3,18.258515,64
6/28/2014 14:00,131166,56465,20.7,40.3,51.8,18.2639,64
6/28/2014 15:00,135683,42294,19.6,33.5,41.1,18.267933,64
6/28/2014 16:00,76946,25360,16.6,34.6,31.9,18.270352,64
6/28/2014 17:00,110490,36721,24.3,35.5,34.5,18.273854,64
6/28/2014 18:00,110587,37922,18.4,32.3,39.4,18.27747,64
6/28/2014 19:00,99757,35557,20.6,37.7,39.3,18.280861,64
6/28/2014 20:00,70202,23126,22.1,32.4,25.4,18.283067,64
6/28/2014 21:00,59543,22119,15.6,33.8,25.1,18.285176,64
6/28/2014 22:00,83803,26243,23.2,37,28.4,18.287679,64
6/28/2014 23:00,61890,20011,19.5,36.2,22.6,18.289587,64
6/29/2014 0:00,53535,17224,20.8,29.5,24.5,18.29123,64
6/29/2014 1:00,20690,7650,15.7,22.6,15.6,18.29196,64
6/29/2014 2:00,5509,1966,16.9,28.5,9,18.292147,64
6/29/2014 3:00,958,345,8.8,24.4,7.2,18.29218,64
6/29/2014 4:00,1666,512,14.6,24,7.2,18.292229,64
6/29/2014 5:00,4789,1592,16.1,25.2,11,18.292381,64
6/29/2014 6:00,16604,5778,20.6,21.1,11.7,18.292932,64
6/29/2014 7:00,24511,8091,16.2,24.7,16.3,18.293703,64
6/29/2014 8:00,50583,18312,16.6,28.6,21.7,18.29545,64
6/29/2014 9:00,86018,28910,27.4,36,28.2,18.298207,64
6/29/2014 10:00,84344,29529,17.6,36,31.9,18.301023,64
6/29/2014 11:00,111831,38586,24.2,38.7,37.2,18.304703,64
6/29/2014 12:00,205769,74488,28.5,43.6,62.9,18.311806,64
6/29/2014 13:00,155552,55256,20,42.1,56.8,18.317076,64
6/29/2014 14:00,133998,47957,24.9,39,45,18.32165,64
6/29/2014 15:00,95661,31397,23.4,37.6,30.9,18.324644,64
6/29/2014 16:00,141882,52053,25.5,41.4,49.8,18.329608,64
6/29/2014 17:00,130987,51515,27.4,39.3,46.7,18.334521,64
6/29/2014 18:00,124034,41887,27.3,35.3,39.3,18.338515,64
6/29/2014 19:00,146108,46454,23.1,40.6,44.3,18.342946,64
6/29/2014 20:00,160037,55263,25.4,43,50.3,18.348216,64
6/29/2014 21:00,121854,41205,21.7,39.2,38.1,18.352146,64
6/29/2014 22:00,95806,37467,16.6,36,37.6,18.355719,64
6/29/2014 23:00,77857,23943,13.8,28.9,29.8,18.358002,64
6/30/2014 0:00,39257,14415,17.1,26.5,17.5,18.359377,64
6/30/2014 1:00,23686,7850,17.2,29.3,17.8,18.360125,64
6/30/2014 2:00,4025,1232,12.4,16.3,9.2,18.360243,64
6/30/2014 3:00,536,207,15,24.3,7.9,18.360263,64
6/30/2014 4:00,4877,1580,15.1,23.7,7.8,18.360413,64
6/30/2014 5:00,15405,5204,18.7,23.2,13.6,18.36091,64
6/30/2014 6:00,48644,18471,13,34.1,22.7,18.362671,64
6/30/2014 7:00,81355,25684,23.1,29.8,29,18.365121,64
6/30/2014 8:00,80129,26518,17.2,35.6,28.3,18.36765,64
6/30/2014 9:00,136084,54677,22.4,44.2,50,18.372864,64
6/30/2014 10:00,171372,58533,24.2,38.1,54.9,18.378446,64
6/30/2014 11:00,191629,68809,23.2,45.3,62.3,18.385008,64
6/30/2014 12:00,224481,82498,32.4,53.1,69.6,18.392876,64
6/30/2014 13:00,218112,72703,26.1,46,69.8,18.399809,64
6/30/2014 14:00,173475,60458,26.8,49.9,58.3,18.405575,64
6/30/2014 15:00,152895,48042,24.3,44.8,45.2,18.410157,64
6/30/2014 16:00,153820,51096,26.7,40.1,50.1,18.41503,64
6/30/2014 17:00,148257,49735,27,43.6,46.3,18.419773,64
6/30/2014 18:00,164298,56228,26.9,38.2,48.7,18.425135,64
6/30/2014 19:00,128721,44967,23,39.9,44.2,18.429423,64
6/30/2014 20:00,207574,70492,25.3,43.2,64.9,18.436146,64
6/30/2014 21:00,179825,57236,26.3,41.4,53.8,18.441605,64
6/30/2014 22:00,151636,50318,26.7,40.9,49.2,18.446403,64
6/30/2014 23:00,77162,26955,19,34,28.4,18.448974,64
7/1/2014 0:00,58213,18114,17,33.5,19.7,18.450701,64
7/1/2014 1:00,26799,8639,18.6,27,13.9,18.451525,64
7/1/2014 2:00,3432,1200,19.2,21.3,10.4,18.45164,64
7/1/2014 3:00,852,314,15.3,22.7,3.5,18.45167,64
7/1/2014 4:00,3703,1195,18.1,30.1,10.6,18.451784,64
7/1/2014 5:00,15430,4841,14.5,26.5,12.1,18.452245,64
7/1/2014 6:00,28554,8727,12.1,26.4,15.9,18.453078,64
7/1/2014 7:00,59018,19309,19.3,28.5,22.4,18.454919,64
7/1/2014 8:00,107569,35842,18.1,37.6,39.7,18.458337,64
7/1/2014 9:00,127377,46817,21.7,38.3,45.9,18.462802,64
7/1/2014 10:00,165781,58362,24.1,40.9,55.3,18.468368,64
7/1/2014 11:00,207172,64356,22.9,41.8,59.5,18.474505,64
7/1/2014 12:00,231421,77420,27.3,48.5,67.9,18.481889,64
7/1/2014 13:00,191089,59164,26.7,41.7,50.9,18.487531,64
7/1/2014 14:00,187063,56843,19.2,39.2,55.2,18.492952,64
7/1/2014 15:00,171611,55380,18.7,42.1,51.7,18.498233,64
7/1/2014 16:00,149994,56811,31.6,45.5,52.2,18.503651,64
7/1/2014 17:00,155608,46103,20,43,44.2,18.508048,64
7/1/2014 18:00,168210,54777,21.7,39.9,54.7,18.513272,64
7/1/2014 19:00,135528,44831,24.5,38.8,41.4,18.517547,64
7/1/2014 20:00,174095,56258,21,38.6,52.3,18.522912,64
7/1/2014 21:00,199687,66681,26,44.7,63,18.529272,64
7/1/2014 22:00,137312,49611,25.9,44.1,44.9,18.534003,64
7/1/2014 23:00,79121,25771,21,31.2,26.3,18.536461,64
7/2/2014 0:00,43958,13840,18.8,31.8,20.1,18.537781,64
7/2/2014 1:00,22879,7686,15.7,27,14.2,18.538514,64
7/2/2014 2:00,4116,1377,14.2,19.9,7.9,18.538645,64
7/2/2014 3:00,1249,402,13,26.2,3.7,18.538683,64
7/2/2014 4:00,3030,1168,14.7,21.2,4.4,18.538795,64
7/2/2014 5:00,16397,5520,12.7,27.7,14.6,18.539321,64
7/2/2014 6:00,13898,4382,17.3,27.8,12.3,18.539739,64
7/2/2014 7:00,54278,19520,19.3,32.4,20.5,18.5416,64
7/2/2014 8:00,84214,25766,21,33.7,25.7,18.544058,64
7/2/2014 9:00,139150,45359,21.4,39.1,46.4,18.548384,64
7/2/2014 10:00,157014,51548,31,42.7,47.9,18.5533,64
7/2/2014 11:00,210087,74353,25.4,50.4,70.1,18.56039,64
7/2/2014 12:00,198516,70154,24,41.7,61.3,18.567081,64
7/2/2014 13:00,195180,60968,27.5,41.2,52.9,18.572895,64
7/2/2014 14:00,115699,46863,20.5,38.1,47.2,18.577364,64
7/2/2014 15:00,170421,55443,23.2,37.7,51.1,18.582652,64
7/2/2014 16:00,139276,52076,24.1,43.2,55.4,18.587618,64
7/2/2014 17:00,159042,51176,21.1,38.2,50.8,18.592499,64
7/2/2014 18:00,184516,56043,25,42.5,53.3,18.597843,64
7/2/2014 19:00,147467,50749,21.5,39.6,49.2,18.602683,64
7/2/2014 20:00,177741,59675,28.5,42.4,61,18.608374,64
7/2/2014 21:00,226692,65939,29.6,40.5,62.6,18.614663,64
7/2/2014 22:00,126995,45554,20,42.4,48.2,18.619007,64
7/2/2014 23:00,82263,28597,15.1,32.3,26.8,18.621734,64
7/3/2014 0:00,51407,15305,19.4,30.8,14.9,18.623194,64
7/3/2014 1:00,18546,6568,18.9,25.2,17.4,18.62382,64
7/3/2014 2:00,4312,1441,18.7,20.9,13.4,18.623958,64
7/3/2014 3:00,469,163,11.9,25.8,11.6,18.623973,64
7/3/2014 4:00,4467,1439,14.7,23.8,9.2,18.624111,64
7/3/2014 5:00,12279,4039,13.1,24.2,6.8,18.624496,64
7/3/2014 6:00,36659,12483,10.1,28.9,12.7,18.625686,64
7/3/2014 7:00,73071,24757,17.9,30.7,24.3,18.628047,64
7/3/2014 8:00,73426,26491,16.1,31.9,29.4,18.630574,64
7/3/2014 9:00,142013,40685,22.1,34.8,38.7,18.634454,64
7/3/2014 10:00,187761,62963,21.8,40.7,59.8,18.640458,64
7/3/2014 11:00,209833,69931,21.7,46.2,67.6,18.647127,64
7/3/2014 12:00,188076,66780,25.3,43.1,62.2,18.653496,64
7/3/2014 13:00,173057,71138,24.1,44.6,68.5,18.66028,64
7/3/2014 14:00,152006,55393,25.2,40.9,50.5,18.665563,64
7/3/2014 15:00,156908,51432,28.6,36,48.6,18.670468,64
7/3/2014 16:00,146282,48980,23.8,34.3,50.2,18.675139,64
7/3/2014 17:00,197189,65067,31,46.1,61.5,18.681344,64
7/3/2014 18:00,186943,57582,25.7,41.6,57.6,18.686836,64
7/3/2014 19:00,164084,50148,19.6,40.9,50.1,18.691618,64
7/3/2014 20:00,162228,49653,21.1,36.4,46.8,18.696353,64
7/3/2014 21:00,166060,51912,24.9,38.3,47.1,18.701304,64
7/3/2014 22:00,137926,44144,18.7,36.5,45.1,18.705514,64
7/3/2014 23:00,76084,27069,20.1,25.6,30,18.708096,64
7/4/2014 0:00,45114,15048,16.8,27.3,19,18.709531,64
7/4/2014 1:00,25180,7906,17.4,25.4,13.8,18.710285,64
7/4/2014 2:00,4468,1339,13.6,21.6,6.8,18.710412,64
7/4/2014 3:00,605,201,13.7,23.8,9.3,18.710431,64
7/4/2014 4:00,3358,1084,17.7,26.4,7,18.710535,64
7/4/2014 5:00,13293,4355,13.1,26.7,13.6,18.71095,64
7/4/2014 6:00,33189,11996,18,24.2,17.9,18.712094,64
7/4/2014 7:00,60544,19016,21.6,24.6,25,18.713908,64
7/4/2014 8:00,56478,20003,24.9,32.4,23.5,18.715815,64
7/4/2014 9:00,125995,41100,23.8,37.3,39.9,18.719735,64
7/4/2014 10:00,122994,43136,21.9,37.9,41.3,18.723849,64
7/4/2014 11:00,182195,59457,21,42.6,54.2,18.729519,64
7/4/2014 12:00,180208,56233,23.9,36.7,48.5,18.734882,64
7/4/2014 13:00,177099,56096,25,47.7,52.1,18.740231,64
7/4/2014 14:00,217303,71983,25.1,42.6,67.8,18.747096,64
7/4/2014 15:00,133455,42552,14.9,33.6,37.7,18.751154,64
7/4/2014 16:00,105804,34977,24.4,34.3,37.4,18.75449,64
7/4/2014 17:00,134080,48277,23.2,41.2,45.4,18.759094,64
7/4/2014 18:00,126184,42254,20.1,37.2,37.5,18.763124,64
7/4/2014 19:00,134821,47643,25,35.5,42.3,18.767667,64
7/4/2014 20:00,161405,55253,26.2,41.2,52.4,18.772937,64
7/4/2014 21:00,180761,61489,23.4,43.3,56.1,18.778801,64
7/4/2014 22:00,111985,36223,21.5,41.7,40.1,18.782255,64
7/4/2014 23:00,80657,23884,16.3,30.9,25.6,18.784533,64
7/5/2014 0:00,41688,13291,14.2,26.7,18.2,18.7858,64
7/5/2014 1:00,23612,8150,12.5,30.4,16.3,18.786578,64
7/5/2014 2:00,4516,1520,14.8,24.4,3.8,18.786723,64
